lang_id,code,name,percent,official
916,WLF,Other,0.2,no
917,ESH,Standard,,no
918,ESH,Hassaniya,,no
919,ESH,Moroccan,,no
920,YEM,Arabic,,yes
921,ZMB,Bembe,33.4,no
922,ZMB,Nyanja,14.7,no
923,ZMB,Tonga,11.4,no
924,ZMB,Lozi,5.5,no
925,ZMB,Chewa,4.5,no
926,ZMB,Nsenga,2.9,no
927,ZMB,Tumbuka,2.5,no
928,ZMB,Lunda,1.9,no
929,ZMB,Kaonde,1.8,no
930,ZMB,Lala,1.8,no
931,ZMB,Lamba,1.8,no
932,ZMB,English,1.7,yes
933,ZMB,Luvale,1.5,no
934,ZMB,Mambwe,1.3,no
935,ZMB,Namwanga,1.2,no
936,ZMB,Lenje,1.1,no
937,ZMB,Bisa,1,no
938,ZMB,Other,9.7,no
939,ZMB,unspecified,0.2,no
940,ZWE,Shona,,yes
941,ZWE,Ndebele,,yes
942,ZWE,English,,yes
943,ZWE,Chewa,,yes
944,ZWE,Chibarwe,,yes
945,ZWE,Kalanga,,yes
946,ZWE,Koisan,,yes
947,ZWE,Nambya,,yes
948,ZWE,Ndau,,yes
949,ZWE,Shangani,,yes
950,ZWE,sign,,yes
951,ZWE,Sotho,,yes
952,ZWE,Tonga,,yes
953,ZWE,Tswana,,yes
954,ZWE,Venda,,yes
955,ZWE,Xhosa,,yes
